PL_NUMBER,PL_AREA,LANDUSE,MAIN_AREA,SERVICE_AREA,CELL_SIZE_TOTAL,CELL_SIZE_MIN,CELL_SIZE_MAX,HOUSING_UNITS,BUILDING_HEIGHT,FLOORS_NUM,TOTAL_AREA,AUTHORITY,DISTRICT,SECTOR_GROUP,CONFIRMATION_YEAR,CONSTRUCTION_TYPE_GROUP
254-0569483,254-0569483-26N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-118,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-54N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-10N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-12N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-117,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-222,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-17N,מגורים,200.0,25.0,0.0,500.0,0.0,1.0,9.0,2.0,225.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-32N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-42N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-6N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-7N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-15N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-19N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-21N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-28N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-36N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-45N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-58N,מגורים,200.0,25.0,0.0,500.0,0.0,1.0,9.0,2.0,225.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-41N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-5N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-22N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-92,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-38N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-14N,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
254-0569483,254-0569483-444,מגורים,175.0,0.0,0.0,500.0,0.0,1.0,9.0,2.0,175.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
262-0595397,262-0595397-63,מגורים,576.0,24.0,400.0,0.0,0.0,5.0,15.0,4.0,600.0,מחוזית,צפון,חברה ערבית,2021,חדשה
262-0595397,262-0595397-65,מגורים,576.0,24.0,400.0,0.0,0.0,12.0,15.0,4.0,600.0,מחוזית,צפון,חברה ערבית,2021,חדשה
262-0595397,262-0595397-66,מגורים,576.0,24.0,400.0,0.0,0.0,45.0,15.0,4.0,600.0,מחוזית,צפון,חברה ערבית,2021,חדשה
262-0595397,262-0595397-62,מגורים,576.0,24.0,400.0,0.0,0.0,36.0,15.0,4.0,600.0,מחוזית,צפון,חברה ערבית,2021,חדשה
262-0595397,262-0595397-64,מגורים,576.0,24.0,400.0,0.0,0.0,24.0,15.0,4.0,600.0,מחוזית,צפון,חברה ערבית,2021,חדשה
152-0737502,152-0737502-102,מגורים,2557.0,204.0,2510.0,0.0,0.0,12.0,12.0,4.0,2761.0,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
152-0737502,152-0737502-101,מגורים,1182.0,135.0,2163.0,0.0,0.0,2.0,13.0,3.0,1317.0,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
תמל/ 1071,תמל/ 1071-631,מגורים,552.0,128.0,1436.0,0.0,0.0,4.0,18.0,4.0,680.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-625,מגורים,4416.0,1024.0,8390.0,0.0,0.0,32.0,22.8,4.0,5440.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-626,מגורים,4416.0,1024.0,8400.0,0.0,0.0,32.0,22.8,4.0,5440.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-624,מגורים,3312.0,768.0,3508.0,0.0,0.0,24.0,29.2,6.0,4080.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-600,מגורים,9020.0,2624.0,7076.0,0.0,0.0,82.0,48.4,12.0,11644.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-621,מגורים,3312.0,768.0,3090.0,0.0,0.0,24.0,29.2,6.0,4080.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-609,מגורים,9504.0,2816.0,5068.0,0.0,0.0,88.0,48.4,12.0,12320.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-634,מגורים,552.0,128.0,1632.0,0.0,0.0,4.0,18.0,4.0,680.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-632,מגורים,552.0,128.0,1424.0,0.0,0.0,4.0,18.0,4.0,680.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-622,מגורים,3312.0,768.0,3138.0,0.0,0.0,24.0,29.2,6.0,4080.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-601,מגורים,7040.0,2048.0,4634.0,0.0,0.0,64.0,42.0,10.0,9088.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-607,מגורים,15680.0,6720.0,6880.0,0.0,0.0,160.0,68.0,18.0,22400.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-618,מגורים,12544.0,5376.0,6896.0,0.0,0.0,128.0,68.0,18.0,17920.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-611,מגורים,5280.0,2016.0,3752.0,0.0,0.0,48.0,42.0,10.0,7296.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-614,מגורים,21952.0,9408.0,10340.0,0.0,0.0,224.0,68.0,18.0,31360.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-604,מגורים,6264.0,1856.0,3984.0,0.0,0.0,58.0,48.4,12.0,8120.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-633,מגורים,552.0,128.0,1610.0,0.0,0.0,4.0,18.0,4.0,680.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-620,מגורים,3312.0,768.0,4334.0,0.0,0.0,24.0,29.2,6.0,4080.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-603,מגורים,4968.0,1152.0,5840.0,0.0,0.0,36.0,29.2,6.0,6120.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-616,מגורים,15680.0,6720.0,6952.0,0.0,0.0,160.0,68.0,18.0,22400.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-636,מגורים,552.0,128.0,1542.0,0.0,0.0,4.0,18.0,4.0,680.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-612,מגורים,12544.0,5376.0,4322.0,0.0,0.0,128.0,68.0,18.0,17920.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-630,מגורים,552.0,128.0,1492.0,0.0,0.0,4.0,18.0,4.0,680.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-635,מגורים,552.0,128.0,1492.0,0.0,0.0,4.0,18.0,4.0,680.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-637,מגורים,552.0,128.0,1424.0,0.0,0.0,4.0,18.0,4.0,680.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-623,מגורים,3312.0,768.0,3188.0,0.0,0.0,24.0,29.2,6.0,4080.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-602,מגורים,5796.0,1344.0,7190.0,0.0,0.0,42.0,29.2,6.0,7140.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-628,מגורים,4416.0,1024.0,8400.0,0.0,0.0,32.0,22.8,4.0,5440.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-613,מגורים,25088.0,10752.0,11034.0,0.0,0.0,256.0,68.0,18.0,35840.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-627,מגורים,4416.0,1024.0,8400.0,0.0,0.0,32.0,22.8,4.0,5440.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-617,מגורים,12544.0,5376.0,5536.0,0.0,0.0,128.0,68.0,18.0,17920.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
תמל/ 1071,תמל/ 1071-619,מגורים,12544.0,5376.0,5298.0,0.0,0.0,128.0,68.0,18.0,17920.0,ארצית,מרכז,חברה כללית / מעורבת,2020,חדשה
353-0496299,353-0496299-900,מגורים,230.0,114.0,440.0,0.0,0.0,2.0,9.0,2.0,344.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-404,מגורים,1458.0,472.0,875.0,0.0,0.0,18.0,18.5,5.0,1930.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-504,מגורים,1350.0,473.0,764.0,0.0,0.0,18.0,18.5,5.0,1823.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-604,מגורים ומסחר,1001.0,405.0,416.0,0.0,0.0,9.0,22.5,6.0,1406.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-701,מגורים,1242.0,437.0,492.0,0.0,0.0,11.0,21.7,6.0,1679.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-205,מגורים,712.0,348.0,435.0,0.0,0.0,9.0,18.5,5.0,1060.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-703,מגורים,1156.0,391.0,730.0,0.0,0.0,13.0,18.5,5.0,1547.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-803,מגורים,1088.0,439.0,422.0,0.0,0.0,11.0,21.7,6.0,1527.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-102,מגורים,1649.0,567.0,588.0,0.0,0.0,19.0,24.9,7.0,2216.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-802,מגורים ומסחר,2185.0,694.0,701.0,0.0,0.0,24.0,25.7,7.0,2879.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-305,מגורים,825.0,339.0,717.0,0.0,0.0,9.0,18.5,5.0,1164.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-304,מגורים,1569.0,593.0,728.0,0.0,0.0,22.0,21.7,6.0,2162.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-301,מגורים,1409.0,507.0,622.0,0.0,0.0,17.0,18.5,5.0,1916.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-605,מגורים ומסחר,950.0,405.0,452.0,0.0,0.0,9.0,22.5,6.0,1355.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-606,מגורים,1496.0,575.0,583.0,0.0,0.0,20.0,24.9,7.0,2071.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-610,מגורים ומסחר,1566.0,603.0,572.0,0.0,0.0,18.0,25.7,7.0,2169.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-702,מגורים,958.0,336.0,664.0,0.0,0.0,9.0,18.5,5.0,1294.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-503,מגורים,1218.0,409.0,712.0,0.0,0.0,11.0,21.7,6.0,1627.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-105,מגורים,1133.0,391.0,581.0,0.0,0.0,13.0,18.5,5.0,1524.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-202,מגורים,1231.0,468.0,605.0,0.0,0.0,13.0,24.9,7.0,1699.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-602,מגורים ומסחר,996.0,400.0,424.0,0.0,0.0,9.0,22.5,6.0,1396.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-103,מגורים,1449.0,480.0,969.0,0.0,0.0,17.0,18.5,5.0,1929.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-201,מגורים,1297.0,452.0,818.0,0.0,0.0,14.0,18.5,5.0,1749.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-203,מגורים,1046.0,401.0,493.0,0.0,0.0,11.0,21.7,6.0,1447.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-303,מגורים,814.0,339.0,521.0,0.0,0.0,9.0,18.5,5.0,1153.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-603,מגורים ומסחר,820.0,334.0,415.0,0.0,0.0,7.0,19.3,5.0,1154.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-607,מגורים,1115.0,408.0,579.0,0.0,0.0,11.0,21.7,6.0,1523.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-804,מגורים,1002.0,322.0,576.0,0.0,0.0,9.0,18.5,5.0,1324.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-101,מגורים,1528.0,476.0,1041.0,0.0,0.0,17.0,18.5,5.0,2004.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-608,מגורים,783.0,335.0,584.0,0.0,0.0,9.0,18.5,5.0,1118.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-104,מגורים,1387.0,433.0,650.0,0.0,0.0,13.0,24.9,7.0,1820.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-204,מגורים,760.0,339.0,460.0,0.0,0.0,9.0,18.5,5.0,1099.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-302,מגורים,757.0,332.0,427.0,0.0,0.0,9.0,18.5,5.0,1089.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-601,מגורים ומסחר,1088.0,459.0,475.0,0.0,0.0,11.0,25.7,7.0,1547.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-801,מגורים ומסחר,875.0,415.0,580.0,0.0,0.0,9.0,22.5,6.0,1290.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-502,מגורים,1991.0,684.0,764.0,0.0,0.0,26.0,24.9,7.0,2675.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-609,מגורים ומסחר,1276.0,493.0,457.0,0.0,0.0,13.0,25.7,7.0,1769.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-306,מגורים,531.0,255.0,464.0,0.0,0.0,7.0,15.3,4.0,786.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-402,מגורים,877.0,349.0,871.0,0.0,0.0,12.0,12.1,3.0,1226.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-403,מגורים,832.0,315.0,814.0,0.0,0.0,8.0,15.3,4.0,1147.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-401,מגורים,1542.0,527.0,875.0,0.0,0.0,18.0,18.5,5.0,2069.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-704,מגורים,1457.0,440.0,835.0,0.0,0.0,14.0,18.5,5.0,1897.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
353-0496299,353-0496299-501,מגורים,2259.0,716.0,772.0,0.0,0.0,26.0,24.9,7.0,2975.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
257-0780114,257-0780114-1,מגורים,388.0,72.0,400.0,0.0,0.0,0.0,12.0,4.0,460.0,מחוזית,צפון,חברה ערבית,2021,חדשה
221-0524033,221-0524033-56,מגורים,1200.0,240.0,0.0,1000.0,0.0,8.0,11.0,2.0,1440.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-6,מגורים,1200.0,240.0,0.0,1600.0,0.0,8.0,11.0,2.0,1440.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-11A,מגורים,3960.0,1800.0,0.0,2100.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-10G,מגורים,810.0,150.0,0.0,810.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-48A,מגורים,3960.0,1800.0,0.0,2180.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-7,מגורים,3960.0,1800.0,0.0,3370.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-51,מגורים,4620.0,2100.0,0.0,4300.0,0.0,42.0,28.0,8.0,6720.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-54,מגורים,1200.0,240.0,0.0,1000.0,0.0,8.0,11.0,2.0,1440.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-10B,מגורים,810.0,150.0,0.0,750.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-11D,מגורים,810.0,150.0,0.0,750.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-11G,מגורים,810.0,150.0,0.0,750.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-10F,מגורים,810.0,150.0,0.0,810.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-12E,מגורים,810.0,150.0,0.0,790.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-17A,מגורים,3410.0,1550.0,0.0,1580.0,0.0,31.0,28.0,7.0,4960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-36,מגורים,3850.0,1750.0,0.0,4100.0,0.0,35.0,28.0,7.0,5600.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-8,מגורים,3740.0,1700.0,0.0,2700.0,0.0,34.0,28.0,7.0,5440.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-18,מגורים,3960.0,1800.0,0.0,3100.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-4,מגורים,1200.0,240.0,0.0,2000.0,0.0,8.0,11.0,2.0,1440.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-10A,מגורים,3960.0,1800.0,0.0,2100.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-11C,מגורים,810.0,150.0,0.0,810.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-23A,מגורים,5280.0,2400.0,0.0,2140.0,0.0,48.0,28.0,7.0,7680.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-48C,מגורים,1620.0,300.0,0.0,1420.0,0.0,12.0,14.0,3.0,1920.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-3,מגורים,1200.0,240.0,0.0,2000.0,0.0,8.0,11.0,2.0,1440.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-10C,מגורים,810.0,150.0,0.0,750.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-10E,מגורים,810.0,150.0,0.0,750.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-13C,מגורים,810.0,150.0,0.0,900.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-14C,מגורים,1620.0,300.0,0.0,1080.0,0.0,12.0,14.0,3.0,1920.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-41A,מגורים,3960.0,1800.0,0.0,2050.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-41B,מגורים,1620.0,300.0,0.0,1300.0,0.0,12.0,14.0,3.0,1920.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-42B,מגורים,1620.0,300.0,0.0,1600.0,0.0,12.0,14.0,3.0,1920.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-9,מגורים,3960.0,1800.0,0.0,3100.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-47B,מגורים,1620.0,300.0,0.0,1280.0,0.0,12.0,14.0,3.0,1920.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-13A,מגורים,3960.0,1800.0,0.0,2300.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-12D,מגורים,810.0,150.0,0.0,730.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-15A,מגורים,3520.0,1600.0,0.0,2180.0,0.0,32.0,28.0,7.0,5120.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-14B,מגורים,1620.0,300.0,0.0,1080.0,0.0,12.0,14.0,3.0,1920.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-15C,מגורים,1620.0,300.0,0.0,1080.0,0.0,12.0,14.0,3.0,1920.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-23B,מגורים,3375.0,625.0,0.0,2650.0,0.0,25.0,14.0,3.0,4000.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-52,מגורים,3960.0,1800.0,0.0,4000.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-22,מגורים,5280.0,2400.0,0.0,4400.0,0.0,48.0,28.0,7.0,7680.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-11F,מגורים,810.0,150.0,0.0,750.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-10D,מגורים,810.0,150.0,0.0,730.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-12A,מגורים,3960.0,1800.0,0.0,2300.0,0.0,36.0,28.0,7.0,5760.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
221-0524033,221-0524033-13D,מגורים,810.0,150.0,0.0,730.0,0.0,6.0,14.0,3.0,960.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
